Mã code,Tiêu đề,Ngày đăng,Quận/Huyện,Phường/Xã,Tổng giá,Giá theo m²,Diện tích,Số tầng,Số phòng ngủ,"Số phòng tắm, vệ sinh",Pháp lý,Nội thất,Mô tả
44142785,Nhà riêng tại phố Giảng Võ,02/05/2026,Ba Đình,"(Phường Giảng Võ, Hà Nội mới)","19,5 tỷ","~215,71 triệu/m²","90,4 m²",7 tầng,18 phòng,18 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"- Vị trí: Sân trước nhà 5m, vài chục mét ra mặt phố, ngõ thông sang Ngọc Khánh, đối diện phố Thành Công. Khu trung tâm quận Ba Đình, tiện ích ngập tràn, nhu cầu thuê cực lớn. Đầu ngõ nhà mình sắp xây trạm sạc xe điện, hưởng lợi trực tiếp từ quy hoạch cấm xe xăng trong vành đai 1.
- Kiến trúc: Nhà 7 tầng mới tinh, thang máy nhập khẩu, thiết kế 18 phòng khép kín, nội thất cao cấp.
+ Tầng 1: Thông sàn để xe + WC.
+ Tầng 2 - 7: Mỗi tầng 3 phòng rộng rãi, có khách - bếp riêng biệt.
Tổng 18 căn studio riêng biệt, đã full phòng ngay sau hoàn thiện. Doanh thu thực tế 120tr/tháng chưa bao gồm dịch vụ.
- Hình thể: 90.4m², 77.8m² SDR mặt tiền 8M, nhà vuông, các phòng đều có cửa sổ đón sáng thoáng trước sau. Công năng cực kỳ tối ưu.
- Pháp lý - Dòng tiền: Sổ đỏ chính chủ, pháp lý chuẩn chỉnh, GPXD và PCCC đầy đủ. Dòng tiền hiện tại 120tr/tháng - tương đương 1.44 tỷ/năm.
""Phân tích rõ ưu, nhược và rủi ro của BĐS. "".
Tuấn Anh - Mr Dòng Tiền.
Zalo/Call:
0824 279 ***
.
(Thông tin có thể đã thay đổi - hãy liên hệ để nhận update mới nhất)."
45217567,Căn hộ chung cư tại Khu đô thị Trung Hòa - Nhân Chính,02/05/2026,Cầu Giấy,"(Phường Yên Hòa, Hà Nội mới)","10,5 tỷ","~88,24 triệu/m²",119 m²,NAN,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,NAN,"Căn hộ chung cư tọa lạc tại Khu đô thị Trung Hòa - Nhân Chính, Phố Hoàng Đạo Thúy, Phường Yên Hòa, Hà Nội (Quận Cầu Giấy, Hà Nội cũ) với diện tích 119m², giá 10,5 tỷ VND.
+ Hướng cửa chính: Tây Bắc, hướng ban công: Đông Nam.
+ Pháp lý đầy đủ.
+ Thiết kế hiện đại, không gian sống thoáng đãng.
+ Tiện nghi đầy đủ, sẵn sàng cho cuộc sống.
Các tiện ích xung quanh:
+ Cách trường mầm non Song ngữ Hoa Trà My khoảng 1km.
+ Cách siêu thị Winmart Trung Hòa khoảng 1,5km.
+ Cách công viên Yên Hòa khoảng 1,8km.
+ Cách bệnh viện Thận Hà Nội khoảng 1,5km.
Liên hệ Minh
0914 198 ***
."
45288817,Căn hộ chung cư tại Imperia Smart City,29/04/2026,Nam Từ Liêm,"(Phường Tây Mỗ, Hà Nội mới)","6,05 tỷ","~97,58 triệu/m²",62 m²,NAN,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Nội thất đã làm mới full hoàn toàn 100% (chưa sử dụng).,"Do hoạch định công việc anh trai tôi cần chuyển nhượng căn hộ Imperia toà I1 - tầng trung - Smart City Tây Mỗ.
- Diện tích 62m².
- Ban công ĐB view công viên trung tâm biển hồ (view ngắm pháo hoa thành phố Hà Nội).
- Gia đình có nhu cầu ở lâu dài nên đã hoàn thiện nội thất chỉn chu và tâm huyết.
- Nhà mới nhận nhận quý II/2024. Nội thất đã làm mới full hoàn toàn 100% (chưa sử dụng).
- Đặc biệt căn hộ đang được miễn phí dịch vụ 4 năm.
- Pháp lý: Sổ hồng lâu dài.
- LH:
0974 046 ***
em trai: Hoàng Đức hỗ trợ xem nhà 24/7."
44514195,"Nhà biệt thự, liền kề tại Gamuda Gardens",04/05/2026,Hoàng Mai,"(Phường Hoàng Mai, Hà Nội mới)",51 tỷ,"~323,81 triệu/m²","157,5 m²",NAN,NAN,NAN,Sổ đỏ/ Sổ hồng.,Không nội thất,"Cần bán biệt thự Gamuda, sân vườn rộng rãi, gần công viên, vườn hoa.
Diện tích: 157.5m².
Tình trạng: Nhà thô.
Giá bán: 51 tỷ.
Liên hệ:
0948 857 ***
.
* Mô tả chung:
Gamuda là KĐT đáng sống bậc nhất HN.
Vườn hoa, công viên rộng lớn.
An ninh tuyệt đối.
Hệ thống trường mầm non, tiểu học, trung học công lập - dân lập - quốc tế.
Khu bể bơi - gym - yoga - spa - tennis.
Hệ thống siêu thị Winmart - Metro - chợ dân sinh - chợ đầu mối.
Nhận ký gửi, cho thuê BĐS tại KĐT Gamuda Gardens."
45451608,Căn hộ chung cư tại VP5 Linh Đàm,18/04/2026,Hoàng Mai,"(Phường Hoàng Liệt, Hà Nội mới)","5,6 tỷ","~76,71 triệu/m²",73 m²,NAN,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Vị trí: Tòa VP5, trung tâm bán đảo Linh Đàm (View thoáng, không khí trong lành).
Thiết kế: 2 PN, 2 WC. Đặc biệt phòng khách siêu thoáng, tối ưu công năng.
Hiện trạng: Nhà mới sửa, đầy đủ tiện nghi đầy đủ tiện nghi hiện đại (ảnh thật 100%).
Điểm cộng: Sảnh tòa nhà đang được nâng cấp sang chảnh. Khu vực an ninh tốt, dân trí cao, không gian yên tĩnh phù hợp cho gia đình có con nhỏ.
Giá: Trao đổi trực tiếp, miễn trung gian.
Hotline:
0963 934 ***
."
45356859,"Nhà biệt thự, liền kề tại Khu đô thị mới Dịch Vọng",06/05/2026,Cầu Giấy,"(Phường Cầu Giấy, Hà Nội mới)",85 tỷ,"~449,74 triệu/m²",189 m²,4 tầng,4 phòng,NAN,Sổ đỏ,Đầy đủ,"Biệt thự mặt phố khu đô thị Dịch Vọng ngay công viên Cầu Giấy, giá tốt.
- Khu đô thị Dịch Vọng là một trong những khu đô thị đẳng cấp tại trung tâm Quận Cầu Giấy, cộng đồng cư dân tinh hoa toàn giới thượng lưu, khu vực được rất nhiều khách hàng quan tâm và săn đón, không phải ai cũng sở hữu được.
- Căn biệt thự có diện tích: 189m², 4 tầng, mặt tiền cực đẹp 14m, có gara oto sân vườn.
- Vị trí đẹp, mặt phố, cách công viên Cầu Giấy vài bước chân, vỉa hè rộng thêng thang.
- Mua để ở, tích sản, làm văn phòng công ty đều đẹp.
- Pháp lý chuẩn, sổ đỏ sang tên ngay.
- Giá: 85 tỷ (chủ thiện chí bán).
Để biết thêm chi tiết và tư vấn hoàn toàn miễn phí, Quý anh chị vui lòng liên hệ em Văn Bình Nhà Đẹp.
Xin chân thành cảm ơn Quý anh chị đã đọc tin."
45413128,Nhà riêng tại đường Khương Đình,01/05/2026,Thanh Xuân,"(Phường Khương Đình, Hà Nội mới)","7,9 tỷ","~213,51 triệu/m²",37 m²,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Khu hot Khương Đình hưởng VĐ 2.5 - vin cao xà lá - vị trí tuyệt đẹp - kinh doanh.
- Bán nhà phố Khương Đình, diện tích sổ 37m², thực tế sử dụng 45m², giá 7.9 tỷ (TL).
- 15m ra đường ô tô tránh dững đỗ ngày đêm, ba gác đỗ tận cửa, ngõ thông gần hồ Hạ Đình.
- Giao thông Vành đai 3, Nguyễn Trãi, Ngã Tư Sở, Vũ Tông Phan, Hạ Đình...
- Nhà 5 tầng xây dựng chắc chắn, tổng 5 ngủ khép kín, vừa ở kết hợp cho thuê kinh doanh.
- Sổ chính chủ giao dịch ngay.
LH
0862 518 ***
em Long."
45392462,Nhà riêng tại phố Quan Nhân,03/05/2026,Thanh Xuân,"(Phường Thanh Xuân, Hà Nội mới)","16,5 tỷ","~244,81 triệu/m²","67,4 m²",5 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Bán nhà chính chủ ngõ 89 Quan Nhân, Thanh Xuân.
Diện tích 67.4m² MT 5m.
Nhà 5 tầng thang máy xịn, xây chắc chắn, nội thất đầy đủ, chỉ việc xách vali về ở.
T24: 6 phòng ngủ khép kín, ánh sáng ngập tràn.
T5: Phòng thờ + sân chơi rộng.
Phù hợp:
Gia đình đông người.
Làm căn hộ cho thuê (dòng tiền ~50tr / 1 tháng).
Văn phòng nhỏ, công ty.
Vị trí đẹp: Gần Royal City Nguyễn Trãi, kết nối nhanh Ngã Tư Sở Lê Văn Lương Khuất Duy Tiến.
Khu dân trí cao, an ninh tốt.
Pháp lý SĐCC giao dịch nhanh gọn.
Giá: 16.5 tỷ thương lượng cho khách thiện chí.
LH
0962 238 ***
."
43457174,Căn hộ chung cư tại The Sapphire-Vinhomes Smart City,28/04/2026,Nam Từ Liêm,"(Phường Tây Mỗ, Hà Nội mới)","3,8 tỷ","~88,37 triệu/m²",43 m²,NAN,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Chuyển vào Sài Gòn chính chủ bán căn hộ 1PN + 1 trong KĐT Vinhomes Smart City, Tây Mỗ.
Pháp lý: Sổ đỏ chính chủ sở hữu lâu dài.
Diện tích sử dụng: 43m².
Giá 3.8 tỷ.
Liên hệ xem nhà báo trước cho tôi 2 tiếng hoặc tối nhà tôi ở nhà:
0797 590 ***
."
45444478,Căn hộ chung cư tại The Zenpark,15/04/2026,Gia Lâm,"(Xã Gia Lâm, Hà Nội mới)","5,85 tỷ","~78,95 triệu/m²","74,1 m²",NAN,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Cần bán gấp căn 2N2VS góc Zenpark toà R1.010506 KĐT Vinhomes Ocean Park, hướng Đông Nam - Đông Bắc.
- Diện tích 74,1m².
- Full đồ nội thất cao cấp, mới tinh như hình.
- Phân khu cao cấp Zenpark: Tiêu chuẩn cao nhất của Vinhomes.
- View quảng trường Ocean View và sát cạnh khu Lumiere Orient Pearl đang giao dịch giá 100 - 140tr/m².
- Lễ tân, bảo vệ, gym yoga, bể bơi bốn mùa free trọn đời, sảnh lounge, khu vui chơi trẻ em trong nhà ngoài trời, máy tập thể thao, sân chơi, đường dạo, Hồ cá Koi - vườn Nhật.
- Điều hoà âm trần, nước nóng trung tâm, nội thất cao cấp.
- Cộng đồng cư dân văn minh lịch nhất Vinhomes Ocean Park 1.
- Giá đầu tư cho các nhà đầu tư nhanh tay, cực rẻ so với cùng phân khúc đang giao dịch tại Zenpark.
Đặc biệt tiềm năng tăng giá 20 - 30% khi tiện ích hạ tầng xung quanh hoàn thiện và khu Lumiere Orient Pearl bàn giao về ở năm 2027.
- Ở sướng sống sang.
- Sẵn pass xem nhà 24/7.
- Giá bán: 5,850 tỷ bao phí.
LH: Minh Hạnh
0854 458 ***
."
45526379,Nhà riêng tại đường Hạ Hội,11/04/2026,Đan Phượng,"(Xã Ô Diên, Hà Nội mới)","6,67 tỷ","~222,2 triệu/m²",30 m²,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Bán nhà riêng Tân Lập, Đan Phượng. Lô góc 30m² xây 5 tầng ôtô vào. Cạnh trục đại lộ Tây Thăng Long.
- Diện tích: 30m².
- Mặt tiền: 4,2m (nở hậu tài lộc).
- Đường trước nhà: Ôtô tránh.
- Đường bên hông nhà: Ôtô tránh xe máy.
* Thiết kế 5 tầng hiện đại: 3 phòng ngủ, 4WC, phòng thờ, sân phơi đầy đủ công năng.
* Nội thất: Tay vịn cầu thang và cửa phòng ngủ gỗ Lim Nam Phi. Cửa chính cuốn tự động. Thiết bị vệ sinh đầy đủ, sẵn nóng lạnh. Tủ bếp, giường, tủ quần áo gỗ MDF lõi xanh. Điều hòa, rèm cửa 3 lớp lắp đặt sẵn.
* Vị trí: Nhà nằm ngay cạnh cụm trường học 4 cấp từ Mầm Non ~ THPT Tân Lập, Cđ Công Nghệ và Thương Mại Hà Nội. Cách 450m đến đường Hoàng Quốc Việt kéo dài.
- Cạnh nhà là dự án Vinhomes Đan Phượng (Vinhomes Wonder City). Cùng với đó là quy hoạch dự án Noble Palace Tây Thăng Long. Trục hướng tâm Đại Lộ Tây Thăng Long, tuyến đường sắt đô thị Metro số 4 đi qua khu vực... Tiềm năng phát triển rất lớn cho khu vực.
* Pháp lý: Sổ đỏ lâu dài, sẵn giao dịch trong ngày.
* Giá bán: 6,666 tỷ (bao phí, thương lượng trực tiếp).
Liên hệ 24/7:
0986 732 ***
(chính chủ)."
45621661,Căn hộ chung cư tại The Sapphire 2 - Vinhomes Ocean Park,24/04/2026,Gia Lâm,"(Xã Gia Lâm, Hà Nội mới)","3,6 tỷ","~65,46 triệu/m²",55 m²,NAN,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Căn hộ chung cư The Sapphire 2 - Vinhomes Ocean Park, Xã Gia Lâm, Hà Nội (Huyện Gia Lâm, Hà Nội cũ) với diện tích 55m², 2PN, 1WC, đầy đủ nội thất, hướng Đông Bắc, ban công Tây Nam. Giá bán 3,6 tỷ VND.
+ Nội thất đầy đủ, bao gồm điều hòa, tủ lạnh, giường ngủ, và nhiều tiện ích khác.
+ Pháp lý đầy đủ, giúp giao dịch thuận lợi.
+ Tiện ích sống hoàn hảo với không gian xanh và gần gũi.
Gần siêu thị utimart, cách công viên mùa hè Ecopark và mùa xuân Ecopark khoảng 2km. Cách Aqua - tots swim school Gia Lâm và lớp học đàn trong bán kính 2km.
Liên hệ để biết thêm chi tiết:
0865 092 ***
Vũ Tuấn Nghĩa."
45644206,Căn hộ chung cư tại VOV Mễ Trì,29/04/2026,Nam Từ Liêm,"(Phường Đại Mỗ, Hà Nội mới)","6,25 tỷ","~96,15 triệu/m²",65 m²,NAN,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Chung cư CT1A VOV Mễ Trì view hồ Mễ Trì, Hồ Green Bay có bãi đậu ô tô.
+ Vị trí:
Trung tâm Mễ Trì - Nam Từ Liêm khu vực phát triển mạnh.
Sát Vinhome Green Bay vài bước ra Hồ Mễ Trì, không gian sống trong lành, kết nối thuận tiện Đại lộ Thăng Long, Khuất Duy Tiến.
+ Căn hộ: Bàn giao năm 2016, mới nhất khu.
Diện tích 65m thiết kế 2 ngủ, 2 vệ sinh.
Phòng khách + bếp rộng, thoáng.
Cửa chính hướng Tây - Tây Bắc, ban công hướng Bắc, logia Đông Nam đón gió, ánh sáng tự nhiên.
+ Tiện ích tòa nhà:
12 thang máy tốc độ cao 2 tầng hầm để xe.
PCCC đầy đủ vận hành ổn định.
- Có bể bơi 4 mùa.
Cộng đồng dân cư văn minh, xung quanh toàn khu đô thị lớn, siêu thị tầng 1, chợ cách 50m.
Pháp lý:
Sổ đỏ chính chủ."
45544169,Nhà riêng tại phố Thái Hà,29/04/2026,Đống Đa,"(Phường Ô Chợ Dừa, Hà Nội mới)","17,8 tỷ","~523,53 triệu/m²",34 m²,4 tầng,NAN,NAN,Sổ đỏ/ Sổ hồng,NAN,"* Vị trí kim cương - Phân lô Thái Hà - Đường 3 ô tô tránh - Kinh doanh bất chấp mọi loại hình.
- Gia đình cần bán gấp căn nhà tại khu phân lô vip nhất phố Thái Hà, quận Đống Đa. Vị trí đắc địa, giao thông kết nối các trục đường huyết mạch: Tây Sơn, Chùa Bộc, Huỳnh Thúc Kháng.
* Thông số chi tiết:
- Diện tích: 34 m².
- Số tầng: 4 tầng kiên cố, thiết kế tối ưu công năng.
- Mặt tiền: Rộng, thoáng, đón lộc kinh doanh.
- Đường trước nhà: Rộng 8m, 3 ô tô tránh nhau thoải mái.
- Vỉa hè: Rộng rãi, dừng đỗ ô tô, xe máy ngày đêm, cực tiện lợi cho khách hàng đến giao dịch.
* Ưu điểm vượt trội:
- Vị trí kinh doanh: Khu vực sầm uất, dân trí cao, tập trung nhiều văn phòng, showroom, spa, phòng khám. Phù hợp vừa ở vừa làm văn phòng hoặc cho thuê dòng tiền cao.
- Tiện ích: Bán kính 500m là TTTM Mipec, đại học Thủy Lợi, Công Đoàn, bệnh viện và các trường học điểm.
- Quy hoạch: Khu vực ổn định, hạ tầng hoàn thiện, không lỗi phong thủy.
* Pháp lý & Giá bán:
- Sổ đỏ: Chính chủ, phân lô vuông vắn (nở hậu), sẵn sàng sang tên.
- Giá bán: 17.8 tỷ (Có thương lượng trực tiếp cho khách hàng thiện chí).
* Liên hệ xem nhà: Em Triệu Phúc (
0362 582 ***
- có Zalo)."
45639538,Nhà riêng tại đường 6,28/04/2026,Chương Mỹ,"(Phường Chương Mỹ, Hà Nội mới)","3,6 tỷ","~53,57 triệu/m²","67,2 m²",1 tầng,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,NAN,"FO chính chủ] nhà đẹp ở ngay, trung tâm Phường Chương Mỹ, Hà Nội.
TDP Cầu, P. Chương Mỹ, Hà Nội.
67,2m² (Thực tế 97m²), mặt tiền 4m.
Ngõ ô tô tải, trong khu dân ấm.
Nhà gần trường, chợ, Bệnh viện, tiện ích ko thiếu 1 thứ gì.
3 tỉ 600tr. Tell:
0848 813 ***
."
45559173,Nhà riêng tại đường Hoàng Hoa Thám,01/05/2026,Ba Đình,"(Phường Ba Đình, Hà Nội mới)",16 tỷ,"~228,24 triệu/m²","70,1 m²",7 tầng,12 phòng,12 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Bán toà chung cư mini, nhà dòng tiền TT Ba Đình.
- Toà căn hộ dịch vụ Hoàng Hoa Thám, 70.1m² - 7tầng - xây mới - 12 căn hộ khép kín. Phân khúc 16 tỷ ( có thuở lượng)
- Vị trí đắc địa, nhà xây mới, 2 thoáng, gần ô tô tránh đỗ, ngõ thông sang phố Đội Cấn, Hồ Tây. Ngõ văn minh dân trí cao có khá nhiều khách nước ngoài thuê.
- Thiết kế 7 tầng, 12 căn hộ khép kín thoáng trước sau phòng nào cũng có ban công, cưả sổ.
- PCCC đạt chuẩn từng phòng. Dòng tiền khai thác ổn định 70tr/th.
- Thiết kế theo kiểu căn hộ cao cấp nên tỷ lệ lấp phòng rất cao , khách thuê dài hạn .
- Sổ đỏ vuông đẹp sẵn sàng giao dịch
- LH ngay em Nga
0767 312 ***
để xem nhà nhé."
45327371,Căn hộ chung cư tại Sunshine Riverside,05/05/2026,Tây Hồ,"(Phường Phú Thượng, Hà Nội mới)",7 tỷ,"~116,47 triệu/m²","60,1 m²",NAN,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Bán căn 2 phòng ngủ Sunshine Riverside Tây Hồ - Giá: 7 tỷ - LH:
0966 470 ***
.
Diện tích: 60,1m².
Thiết kế: 2 phòng ngủ 1 vệ sinh 1 ban công.
Thuộc toà R3, vị trí đẹp trong khu căn hộ.
Ban công nhìn trực diện cầu Nhật Tân và sông Hồng.
Căn hộ bố trí hợp lý, các phòng đón ánh sáng tự nhiên.
Phù hợp gia đình trẻ hoặc khách mua để ở lâu dài.
Pháp lý: Sổ đỏ chính chủ, sẵn sàng giao dịch.
Giá bán: 7 tỷ.
Liên hệ:
0966 470 ***
để xem nhà thực tế."
44417328,Nhà mặt phố tại phố Hàng Chuối,26/04/2026,Hai Bà Trưng,"(Phường Hai Bà Trưng, Hà Nội mới)",290 tỷ,"~1,29 tỷ/m²",225 m²,9 tầng,NAN,NAN,Sổ đỏ/ Sổ hồng,Đầy đủ,"Hướng TN và Đông Nam, căn góc 2 mặt tiền mới cứng, dòng tiền cao ổn định. DT 225m² x 9T có hầm - mặt tiền 10.4m - sổ đỏ và mọi giấy tờ pháp lý hoàn chỉnh, alo e nhận hồ sơ pháp lý.
- Kênh này được tạo ra nhằm làm cho bạn: Hài lòng với quyết định trọng đại của chính mình!
- Nơi cung cấp trải nghiệm thật, luôn nỗ lực mang đến sự tiết kiệm, hiệu quả, tin cậy cho khách hàng chính nghĩa.
- Chúng tôi luôn đặt mình vào vị trí của bạn để cung cấp những giải pháp tối ưu mang tính chiến lược cho mục tiêu dài hạn của anh chị cô chú.
Liên hệ tôi nếu bạn có bất cứ thắc mắc hay cần sự hỗ trợ nào.
Tùng Lâm bất động sản chiến lược
0948 332 ***
.
Email:
batdongsanchienluoc@gmail.com"
44839098,Căn hộ chung cư tại Eco Green City,29/04/2026,Thanh Trì,"(Phường Thanh Liệt, Hà Nội mới)","6,05 tỷ","~79,5 triệu/m²","76,1 m²",NAN,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Full nội thất (bếp từ Bosch; điều hòa âm trần... ).,"Chủ nhà cần tiền giảm sốc 300 triệu căn góc 2PN (căn góc) đẹp nhất dự án Eco Green 286 Nguyễn Xiển.
- Địa chỉ: 286 Nguyễn Xiển, Thanh Liệt, Hà Nội.
- Căn 2PN đều sáng, các phòng đều vuông vức. 76.1m².
- Ban công view đẹp + có slot đỗ ô tô.
- Full nội thất (bếp từ Bosch; điều hòa âm trần... ).
- Giá công khai: 6.05 tỷ.
Khách quan tâm LH: (SĐT/Zalo)
0987 907 ***
(miễn tiếp MG + QC)."
45409273,Nhà riêng tại đường Đội Nhân,26/04/2026,Ba Đình,"(Phường Ngọc Hà, Hà Nội mới)","11,8 tỷ","~406,9 triệu/m²",29 m²,5 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,NAN,"* Chính chủ cần bán gấp căn nhà cực đẹp tại quận Ba Đình - khu vực trung tâm, dân trí cao, an ninh tốt, tiện ích đầy đủ.
* Thông tin chi tiết:
- Diện tích: 29m².
- Xây dựng: 5 tầng kiên cố, thiết kế hiện đại.
- Mặt ngõ rộng, ô tô tránh nhau thoải mái.
- Ô tô vào tận cửa nhà, cực hiếm trong phân khúc.
- Nhà còn mới, về ở ngay, không cần sửa chữa.
* Công năng sử dụng:
- Tầng 1: Phòng khách + bếp.
- Tầng 2,3,4: Mỗi tầng 1 phòng ngủ rộng + WC.
- Tầng 5: Phòng thờ + sân phơi.
* Ưu điểm nổi bật:
- Vị trí trung tâm Ba Đình, kết nối nhanh các tuyến phố lớn.
- Phù hợp ở gia đình, hoặc vừa ở vừa cho thuê.
- Ngõ thông thoáng, sạch sẽ, dân cư văn minh.
- Giá cực tốt trong khu vực.
* Giá chào: 11,8 tỷ (có thương lượng mạnh cho khách thiện chí).
* Liên hệ xem nhà: Em Phúc -
0362 582 ***
(có Zalo)."
